Tahun Anggaran;Satuan Kerja;ID RUP;ID Tender;Nama Paket;Pemenang;Pagu;HPS;Harga Penawaran;Akun;Jenis Belanja;Jenis Pengadaan;1234;Metode Pengadaan;%Efisiensi;Lokasi_Prov;Klasifikasi BJ;Tanggal Pengumuman;Tanggal Akhir Masa Sanggah;Lama Tender (Hari Kerja)
2022;SEKRETARIAT JENDERAL;36644653;37064011;Jasa Event Organizer Penyelenggaraan Ministry Of Finance Festival (Mofest) Tahun 2022;PT. ERA VISI INTERMEDIA;609000;608505;570951;522191;Barang;Jasa Lainnya;2;Tender;0,06;DKI Jakarta;Operasional/TUSI;07/10/2022;18/10/2022;8
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA SUMBAWA BESAR;36658660;37055011;Perencanaan Konstruksi Gedung dan Bangunan;PT. VERTEXINDO KONSULTAN;400000;337827;337133;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;Nusa Tenggara Barat;Konsultansi Konstruksi;03/10/2022;14/11/2022;31
2022;KANTOR PENGELOLAAN PEMULIHAN DATA;36742172;37054011;Pengadaan Sistem Pendingin Ruangan (AC Sentral) KPPD;PT. REKA PERDANA INDONESIA;780650;780647;624517;532111;Modal;Pengadaan Barang;1;Tender;0,2;Kalimantan Timur;Peralatan dan Perlengkapan Perkantoran;10/10/2022;24/10/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36703002;37043011;Pengadaan Peremajaan Infrastruktur UPDDP Tahun Anggaran 2022;PT. MITRA INTEGRASI INFORMATIKA;5639798;4396932;3791205;532111;Modal;Pengadaan Barang;1;Tender;0,14;Jambi;Pengadaan Peralatan Mesin;28/09/2022;18/10/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36493940;37038011;Pengadaan Perangkat Antispam Tahun Anggaran 2022;PT.Multipolar Technology Tbk;8422680;6266616;6196575;536111;Modal;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;Pengadaan Peralatan Mesin;29/09/2022;18/10/2022;14
2022;BALAI DIKLAT KEUANGAN PEKANBARU;36632551;37036011;Pengadaan Jasa Konsumsi Pelatihan Teknis Kesamaptaan Tahun Anggaran 2022;CV.Q-SI CATERING;418080;300276;255702;521211;Barang;Jasa Lainnya;1;Tender;0,15;Riau;Operasional/TUSI;30/09/2022;17/10/2022;12
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36683748;37030011;Pekerjaan Renovasi Guest House Pusdiklat Bea dan Cukai Tahun Anggaran 2022;PT. REKA PERDANA INDONESIA;5085271;4679809;3743847;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;27/09/2022;17/10/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36574058;37029011;Pemeliharaan Kofax Tahun Anggaran 2022;PT PRATAMA NATANUSA MANDIRI;4658500;4658500;4655500;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;17/10/2022;01/11/2022;12
2022;KANTOR PELAYANAN PAJAK PRATAMA JAKARTA KEMAYORAN;36628628;37018011;Pengadaan Jasa Konstruksi Renovasi Gedung  Kantor Pelayanan Pajak Pratama Jakarta Kemayoran Tahun Anggaran 2022;PT. TRI PUTRA ARAY AXELA;1929000;1928983;1543186;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;23/09/2022;12/10/2022;14
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36555828;37013011;Pekerjaan Sport Centre Pusdiklat Pajak Tahun Anggaran 2022;PT. ADONIA PUTRI MANDIRI;405435;403118;322494;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;27/09/2022;17/10/2022;15
2022;SEKRETARIAT JENDERAL;36584407;37007011;Pengadaan Karpet Aula Mezanine Gedung Djuanda I Kantor Pusat Kementerian Keuangan;CV. MITRA CARPET INDONESIA;1456764;1299609;1007769;532111;Modal;Pengadaan Barang;1;Tender;0,22;DKI Jakarta;Penambah Nilai Gedung;30/09/2022;17/10/2022;12
2022;BADAN KEBIJAKAN FISKAL;36454395;37005011;Paket Pengadaan Pengadaan Jasa Professional Congress Organizer (PCO) Dalam Rangka Dalam Rangka Penyelenggaraan Event Tambahan Finance Track Presidensi G20;PT. ROYALINDO EXPODUTA;14131399;14131399;14129828;522191;Barang;Jasa Lainnya;2;Tender;0;Bali;Operasional/TUSI;20/09/2022;03/10/2022;10
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36517286;36999011;Pengadaan Infrastruktur Application Delivery Controller Tahun Anggaran 2022;PT. Packet Systems Indonesia;26269850;21270042;20948595;532111;Modal;Pengadaan Barang;2;Tender;0,02;DKI Jakarta;IT;21/09/2022;05/10/2022;11
2022;KANTOR PELAYANAN PAJAK PRATAMA BONTANG;36482468;36997011;Pengadaan Pekerjaan Konstruksi Kegiatan Pematangan Tanah KP2KP Sangatta Tahun Anggaran 2022;CV DHANAN JAYA;650000;649848;519881;531111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Kalimantan Timur;Pekerjaan Konstruksi;26/09/2022;11/10/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36357557;36996011;Pekerjaan Renovasi Rumah Dinas Lingkup Kantor Pusat Ditjen Perbendaharaan Tahun 2022;CV. MTH;1354200;1096880;877504;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;17/09/2022;03/10/2022;11
2022;KANTOR WILAYAH DJP RIAU;36594865;36987011;Pengadaan Jasa Konsultansi Perencana Renovasi Atap Gedung Kanwil DJP Riau Tahun Anggaran 2022;PT. CALVINDAM JAYA. EC;215199;215164;176601;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,18;Riau;Konsultansi Konstruksi;16/09/2022;21/10/2022;26
2022;KANTOR PUSAT DJKN;36470385;36986011;Pemeliharaan  Lisensi Aplikasi SIPKN;PT Inovasi Mandiri Pratama;1361250;1361250;1305915;523199;Barang;Jasa Lainnya;1;Tender;0,04;DKI Jakarta;IT;23/09/2022;10/10/2022;12
2022;SEKRETARIAT JENDERAL;36584460;36984011;Pengadaan Peralatan Penunjang Kegiatan Kehumasan Kementerian Keuangan Tahun Anggaran 2022,PENGADAAN PERALATAN PENUNJANG KEGIATAN KEHUMASAN KEMENTERIAN KEUANGAN TAHUN ANGGARAN 2022;CV. Harrisma Computer;896635;508741;493522;532111;Modal;Pengadaan Barang;1;Tender;0,03;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;30/09/2022;17/10/2022;12
2022;LEMBAGA MANAJEMEN ASET NEGARA;36175847;36973011;Pengadaan Fire Supression System Gedung Arsip LMAN;Heraya Mitra Abadi;641507;402525;379341;537112;Modal;Pengadaan Barang;1;Tender;0,06;DKI Jakarta;Pengadaan Peralatan Mesin;14/09/2022;27/09/2022;10
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36574069;36971011;Pengadaan Perangkat Next Generation Firewall Kementerian Keuangan Tahun Anggaran 2022;PT. MITRA SOLUSI INFOKOM;10478276;9735219;9734034;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;14/09/2022;03/10/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36517287;36966011;Pengadaan Infrastruktur Surrounding Pembaruan Sistem Inti Administrasi Perpajakan Tahun Anggaran 2022;PT. SIGMA CIPTA CARAKA;17517156;10307793;9781946;532111;Modal;Pengadaan Barang;1;Tender;0,05;DKI Jakarta;IT;14/09/2022;03/10/2022;14
2022;KANTOR PELAYANAN PAJAK PRATAMA BENGKULU DUA;36290393;36964011;Gedung/Bangunan;CV. YORAKHA;484294;484000;387200;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Bengkulu;Pekerjaan Konstruksi;14/09/2022;28/09/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36536033;36954011;Pengadaan Lisensi Database Sistem Informasi Kredit Program Pada DRC Kementerian Keuangan Tahun 2022;PT Infracom Technology;25820000;25516680;25396680;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;20/09/2022;07/10/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36460251;36953011;Pengadaan Jasa Perpanjangan Lisensi (Renewal License) dan Perpanjangan Masa Garansi (Extended Warranty) Server Backup Pada Data Center Kementerian Keuangan Tahun 2022;PT. Kemala Inti Solusi;2575862;2084580;2077580;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;12/09/2022;26/09/2022;11
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36175639;36942011;Pengembangan Sistem Media Penyimpanan Object Storage Kementerian Keuangan TA 2022 (Tender Ulang);PT. MITRA SOLUSI INFOKOM;1840219;1840219;1839048;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;07/09/2022;27/09/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36175647;36941011;Pengembangan Sistem Virtualisasi Kementerian Keuangan TA 2022;Mastersystem Infotama;19026371;16074243;16073910;536111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;09/09/2022;28/09/2022;14
2022;GEDUNG KEUANGAN NEGARA JAYAPURA;36470404;36937011;Pekerjaan Konstruksi Pembangunan Talud Keliling dan Timbunan Rumah Susun Negara Gedung Keuangan Negara Jayapura;CV. CENDERAWASIH MANDIRI;7039916;6958903;5567122;531115;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Papua;Pekerjaan Konstruksi;08/09/2022;28/09/2022;15
2022;KANTOR PUSAT DJKN;36470398;36930011;Pengadaan Jasa Konsultansi Penyusunan Roadmap Dukungan Pemerintah Kepada BUMN Tahun Anggaran 2022;PT.Sinergi Visi Utama;1121931;1018378;1018370;522131;Barang;Jasa Konsultasi;1;Seleksi;0;DKI Jakarta;Konsultansi;04/09/2022;22/10/2022;35
2022;KANTOR PELAYANAN PAJAK PRATAMA SEMARANG TIMUR;36460235;36922011;Paket Pengadaan Renovasi Gedung KPP Pratama Semarang Timur;PT. MARVIC LUMONGGA INDAH;3690077;3634726;2907781;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Jawa Tengah;Pekerjaan Konstruksi;14/09/2022;27/09/2022;10
2022;KANTOR PELAYANAN PAJAK PRATAMA BANDA ACEH;36339470;36919011;Pekerjaan Lanjutan Pembangunan Gedung KPP Pratama Banda Aceh;CV. ANINDHIKA PRATAMA;1605999;1605999;1284799;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Aceh;Pekerjaan Konstruksi;12/09/2022;05/10/2022;18
2022;BADAN PENGELOLA DANA LINGKUNGAN HIDUP;31364805;36907011;Pengadaan GPS;PT Karya Unggul Bahari;363926;362748;262571;537112;Modal;Pengadaan Barang;1;Tender;0,28;DKI Jakarta;Pengadaan Peralatan Mesin;31/08/2022;19/09/2022;14
2022;Sekretariat Komite Nasional Ekonomi dan Keuangan Syariah;36373297;36902011;Jasa Konsultan Pengembangan Aplikasi Dashboard Pusat Data Ekonomi Syariah TA 2022;PT. SUMMITRA SOLUSINDO;278685;271118;227550;522131;Barang;Jasa Konsultasi;1;Seleksi;0,16;DKI Jakarta;IT;29/08/2022;05/10/2022;28
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36431400;36901011;Pengadaan Barang Seragam dan Perlengkapan Pelatihan Teknis Kesamaptaan Pusdiklat Bea dan Cukai Tahun Anggaran 2022;CV. MEKAR CARANO BATIRAI;300000;260366;259940;521811;Barang;Pengadaan Barang;1;Tender;0;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;30/08/2022;10/09/2022;9
2022;DIREKTORAT JENDERAL ANGGARAN;36425563;36886011;Pengadaan Jasa Konstruksi Renovasi Penataan Ruang Kerja dan Optimalisasi Ruang Kerja Dalam Rangka Implementasi ABW lantai 12 TA 2022;PT. BONI CIPTA;1159139;1159115;927292;536121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;25/08/2022;21/09/2022;20
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36345662;36880011;Pengadaan Jasa Perpanjangan Masa Garansi (Extended Warranty) Infrastruktur Teknologi Informasi SPAN dan Storage Direktorat Jenderal Perbendaharaan Tahun 2022;PT SEMBILAN PILAR ANUGERAH;5519500;5346537;5217000;523121;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;26/08/2022;07/09/2022;9
2022;KANTOR PELAYANAN PAJAK MADYA DUA SEMARANG;36175583;36877011;Pengadaan Pekerjaan Konstruksi Renovasi Interior Ruang Kerja KPP Madya Dua Semarang Tahun Anggaran 2022;PT. MUSTIKA JATI ABADI;682588;676812;521771;536111;Modal;Pekerjaan Konstruksi;1;Tender;0,23;Jawa Tengah;Pekerjaan Konstruksi;23/08/2022;06/09/2022;11
2022;SEKRETARIAT PENGADILAN PAJAK;36274317;36857011;Pengadaan Genset dan Instalasi Sekretariat Pengadilan Pajak Tahun Anggaran 2022;PT. SANTANA ADI DAYA;1657679;1114122;891186;532111;Modal;Pengadaan Barang;2;Tender;0,2;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;15/08/2022;30/08/2022;11
2022;KANTOR PELAYANAN PAJAK PRATAMA BARABAI;36215440;36855011;PEKERJAAN RENOVASI RUMAH DINAS DI WILAYAH KPP PRATAMA BARABAI;PRATAMA AMANAT SEJAHTERA;1103000;1000084;800067;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Kalimantan Selatan;Pekerjaan Konstruksi;12/08/2022;30/08/2022;12
2022;KANTOR PUSAT DJKN;36325266;36847011;Pengadaan Penguatan Struktur Gedung Kantor Pusat DJKN Tahun 2022;CV. Segitiga Emas Indonesia;4478742;4068403;3254723;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;19/08/2022;08/09/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36362304;36845011;Pemeliharaan Appliance Enterprise Data Warehouse Tahun Anggaran 2022;Mastersystem Infotama;16389000;11647490;11647478;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;15/08/2022;31/08/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36368816;36839011;PEMELIHARAAN PERALATAN DAN MESIN BERUPA PENGADAAN MATERIAL MEKANIKAL DAN ELEKTRIKAL PADA KANTOR PUSAT  DIREKTORAT JENDERAL PERBENDAHARAAN TA.2022;PT Dwitama Adi Mandiri;2436000;1503419;1419690;523121;Barang;Pengadaan Barang;1;Tender;0,06;DKI Jakarta;Pemeliharaan Peralatan/Mesin;11/08/2022;26/08/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36311556;36831011;Paket Pengadaan Perpanjangan Lisensi Sistem Operasi Server Aplikasi dan Database Modul Penerimaan Negara Generasi Ketiga Tahun 2022;PT Amoro Technology Indonesia;365403;362604;357650;523121;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;IT;09/08/2022;23/08/2022;10
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36351599;36828011;Pengembangan Perangkat Pendukung DC/DRC Kementerian Keuangan TA 2022;PT. Packet Systems Indonesia;62871923;61440420;50947890;532111;Modal;Pengadaan Barang;1;Tender;0,17;DKI Jakarta;IT;08/08/2022;02/09/2022;19
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36208043;36826011;Pengadaan Perangkat Information Technology Operations Center (ITOC) Tahun Anggaran 2022;PT. MATA FACETS INTEGRA;3310164;1507380;998000;532111;Modal;Pengadaan Barang;1;Tender;0,34;DKI Jakarta;IT;10/08/2022;31/08/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36357559;36822011;Pengembangan Perangkat Backup Sistem TIK;Mastersystem Infotama;18654372;18094741;18059700;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;09/08/2022;30/08/2022;15
2022;DIREKTORAT JENDERAL ANGGARAN;36425873;36816011;,Pengadaan Jasa Konstruksi Renovasi Penataan Ruang Kerja dan Optimalisasi Ruang Kerja Dalam Rangka Implementasi ABW lantai 15 TA 2022;CV. TRIDAYA GABEI MANDIRI;599114;592870;474296;536121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;26/08/2022;14/09/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;35334389;36813011;Pengadaan Stiker Tanda Pengaman DJBC Tahun Anggaran 2022;PT. Betawimas Cemerlang;3400000;3398000;3296700;521811;Barang;Pengadaan Barang;4;Tender;0,03;DKI Jakarta;IT;04/08/2022;31/08/2022;19
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36331605;36808011;Pengadaan Pekerjaan Konstruksi Renovasi Rumah Negara Di Wilayah Dki Jakarta Paket C Tahun Anggaran 2022;PT. HUMBAHAS PERMAI;735000;712175;569740;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;12/08/2022;07/09/2022;18
2022;Komite Investasi Pemerintah;36339433;36807011;Pengadaan Jasa Konsultansi Penyusunan Arsitektur Investasi Pemerintah;ILMUKOMPUTERCOM BRAINDEVS SISTEMA;4968415;4152954;3671436;522131;Barang;Jasa Konsultasi;1;Seleksi;0,12;DKI Jakarta;Konsultansi;05/08/2022;16/09/2022;30
2022;KANTOR WILAYAH DJP JAWA BARAT II;36247310;36803011;Biaya Perencanaan Konstruksi pada Renovasi Gedung Kanwil DJP Jawa Barat II Tahun Anggaran 2022;PT. PRADNYA PARAMITA KONSULTAN;553840;552738;551636;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;Jawa Barat;Konsultansi Konstruksi;09/08/2022;15/09/2022;27
2022;KANTOR PENGELOLAAN TIK DAN BMN MEDAN;36175663;36802011;Rehabilitasi Gudang Eks TUP;CV. RURY ARISKA;401611;401463;321170;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sumatera Utara;Pekerjaan Konstruksi;05/08/2022;24/08/2022;13
2022;POLITEKNIK KEUANGAN NEGARA STAN;36331585;36800011;PENGADAAN KONSUMSI MAHASISWA  PKN STAN TAHUN AKADEMIK 2022/2023;CV. CIPTA BOGA VIDI;7900000;7866854;6607999;521211;Barang;Jasa Lainnya;1;Tender;0,16;Banten;Operasional/TUSI;05/08/2022;29/08/2022;16
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36331591;36799011;Pengadaan Jasa Konsumsi Pelatihan Teknis Kesamaptaan Tahun 2022;CV. CIPTA BOGA VIDI;750000;691765;660402;521211;Barang;Jasa Lainnya;1;Tender;0,05;DKI Jakarta;Operasional/TUSI;03/08/2022;22/08/2022;13
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36325275;36791011;Pengadaan Jasa Laundry Predeparture Training dan Pelatihan Dasar Angkatan II TA 2022;CV. Kyni Sukses;369645;297063;291354;522191;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;Operasional/TUSI;29/07/2022;18/08/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36311507;36781011;Pengadaan Application Performance Monitoring;PT. METROCOM GLOBAL SOLUSI;6446880;6446880;6249300;536111;Modal;Pengadaan Barang;1;Tender;0,03;DKI Jakarta;IT;12/08/2022;06/09/2022;17
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36311559;36778011;Pengadaan Jasa Konsumsi Predeparture Training dan Pelatihan Dasar CPNS Angkatan II TA 2022;CV. RENEO MAJU BERSAMA;1804960;1080795;1028993;521211;Barang;Jasa Lainnya;1;Tender;0,05;DKI Jakarta;Operasional/TUSI;27/07/2022;08/08/2022;9
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA RAHA;36175643;36772011;Pengadaan Fisik Rehab Rumah Dinas dan Pembangunan Pagar Kompleks Rumah Dinas pada KPPN Raha TA 2022;CV. SELEBES KONSTRUKSI;357722;357167;288710;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,19;Sulawesi Tenggara;Pekerjaan Konstruksi;26/07/2022;15/08/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36290405;36767011;Tools Manajemen Aset dan Manajemen Konfigurasi Basis Data;PT. MITRA INTEGRASI INFORMATIKA;5883000;5550000;4386720;536111;Modal;Pengadaan Barang;1;Tender;0,21;DKI Jakarta;IT;28/07/2022;22/08/2022;17
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36189721;36761011;Pekerjaan Renovasi Interior Gedung Prijadi Praptosuhardjo IIIB Lantai 2 dan 3 Ditjen Perbendaharaan;PT. REKA PERDANA INDONESIA;6750800;6732355;5385884;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;26/07/2022;22/08/2022;19
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI SUMATERA UTARA;36247311;36760011;Rehabilitasi rumah negara jalan bilal no 71O dan 71P;CV. BERKAH ABRAR SEJATI;401377;400954;320763;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sumatera Utara;Pekerjaan Konstruksi;20/07/2022;10/08/2022;16
2022;GEDUNG KEUANGAN NEGARA BALIKPAPAN;36277408;36759011;Pengadaan Pekerjaan Konstruksi Pembangunan Parkiran Kendaraan Gedung Keuangan Negara Balikpapan;CV. SUMBER LUMINTU;350428;350000;280000;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Kalimantan Timur;Pekerjaan Konstruksi;20/07/2022;10/08/2022;16
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36277384;36758011;Lisensi Perangkat Lunak Database;PT. Duta Solusi Prima;8632414;8237093;8126121;536111;Modal;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;IT;20/07/2022;05/08/2022;13
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408418;36757011;Pengadaan Pencetakan Kartu NPWP Tahap II Pada Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;Golden Compass Indonesia;1200000;1200000;1065600;521832;Barang;Pengadaan Barang;1;Tender;0,11;DKI Jakarta;Operasional/TUSI;29/07/2022;22/08/2022;16
2022;BALAI DIKLAT KEUANGAN MAKASSAR;36136721;36755011;Pengadaan Jasa Konsumsi Peserta Pelatihan Pada BDK Makassar TA 2022;Cv putra jaya;559752;555192;555152;521211;Barang;Jasa Lainnya;2;Tender;0;Sulawesi Selatan;Operasional/TUSI;19/07/2022;01/08/2022;10
2022;DIREKTORAT JENDERAL PENGELOLAAN PEMBIAYAAN DAN RISIKO;35960031;36749011;Renovasi Fasad dan Lobby Interior Gedung DJPPR;CV. RIZKY JAYA;7777687;7777670;6222136;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;29/07/2022;22/08/2022;16
2022;KANTOR PELAYANAN PAJAK MADYA SURAKARTA;35334495;36737011;Pengadaan Genset dan Pemasangannya Pada KPP Madya Surakarta Tahun Anggaran 2022;CV. RAJAWALI DIESEL;639000;617549;544511;532111;Modal;Pengadaan Barang;2;Tender;0,12;Jawa Tengah;Peralatan dan Perlengkapan Perkantoran;14/07/2022;01/08/2022;13
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36175571;36730011;Pengadaan Jasa Program Pelatihan IELTS/IBT/Persiapan Studi (Pre-Departure Training) Pusdiklat Pengembangan SDM;PT. INLINGUA INTERNATIONAL INDONESIA;11842000;2031033;1699752;521219;Barang;Jasa Lainnya;1;Tender;0,16;DKI Jakarta;Operasional/TUSI;12/07/2022;27/07/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36189707;36725011;Pekerjaan Renovasi Interior Gedung Prijadi Praptosuhardjo IIIB Lantai 1 Direktorat Jenderal Perbendaharaan;CV. ERA MUSTIKA GRAHA;2133600;2125639;1700511;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;08/07/2022;26/07/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35916792;36721011;Pengadaan Peremajaan dan Pengembangan Jaringan Kemenkeu Tahun Anggaran 2022;PT. LANGIT KREASI SOLUSINDO;10696453;10601954;10572195;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;08/07/2022;25/07/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36108931;36720011;Paket Pekerjaan Konstruksi Renovasi Gedung A2 Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;PT.RAFANDRA NUSANTARA GEMILANG;17043000;17031791;13527360;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,21;DKI Jakarta;Pekerjaan Konstruksi;09/07/2022;08/08/2022;21
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36220942;36711011;Pengadaan Perangkat Infrastruktur Jaringan Kemenkeu Tahun Anggaran 2022;PT. MITRA SOLUSI INFOKOM;32266709;31534713;31497027;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;07/07/2022;01/08/2022;18
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36208030;36709011;Paket Pengadaan Sistem Monitoring Server, Aset, dan Perangkat Jaringan pada Direktorat Jenderal Perbendaharaan Tahun 2022;PT. Vimo Teknologi Indonesia;917829;907536;839471;532111;Modal;Pengadaan Barang;1;Tender;0,08;DKI Jakarta;IT;08/07/2022;27/07/2022;14
2022;DIREKTORAT JENDERAL ANGGARAN;36208029;36706011;Jasa Konsultan Paket Pengadaan Master Plan IT;PT. TRANSFORMA REKAYASA DAN SOLUSI;615428;512265;493423;522131;Barang;Jasa Konsultasi;1;Seleksi;0,04;DKI Jakarta;Konsultansi;07/07/2022;30/08/2022;38
2022;KANTOR PELAYANAN PAJAK PRATAMA NATAR;36208032;36702011;Pengadaan Jasa Konsultansi Perencanaan Pembangunan Gedung KPP Pratama Natar;pt.gubahreka consultant;1407677;1407507;877660;533111;Modal;Jasa Konsultasi;1;Seleksi;0,38;Lampung;Konsultansi Konstruksi;08/07/2022;24/08/2022;33
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;34040125;36701011;Pengadaan Infrastruktur Server Tahun Anggaran 2022;PT MITRA SISTEMATIKA GLOBAL;19811000;14854464;12508359;532111;Modal;Pengadaan Barang;1;Tender;0,16;DKI Jakarta;IT;08/07/2022;01/08/2022;17
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36175666;36698011;Pengadaan Jasa Konsultansi Pengembangan Data Analytics Sistem Informasi Keuangan Republik Indonesia (SIKRI) Tahap I Tahun 2022;PT. CYBERTREND INTRABUANA;610800;599511;555888;522191;Barang;Jasa Konsultasi;1;Seleksi;0,07;DKI Jakarta;Konsultansi;06/07/2022;26/08/2022;37
